date,isLiked,artistName,artistID,artistPopularity,artistFollowers,artistGenre
,,Amber Mark,0tbeZu9lv8YEKSQ9tZSslu,58,392661,"alternative r&b, indie soul, nyc pop"
,,Liquid Stranger,4YJsSCuag8W1TFTgSeEc2k,47,214137,"brostep, downtempo, drill and bass"
,,Emo Nite,1VVzQaPmhgjVogHUYcqE0a,1,162,
,,Ezra Furman,1uR7zoLrSRI8bSL43OZ0GY,45,163031,"alternative pop, transpop"
,,Awolnation,4njdEjTnLfcGImKZu1iSrz,62,2129929,"la indie, modern alternative rock, modern rock, rock, stomp pop"
,,Bad Omens,3Ri4H12KFyu98LMjSoij5V,72,686907,american metalcore
,,Badflower,3T55D3LMiygE9eSKFpiAye,55,293414,"modern alternative rock, post-grunge"
,,Beartooth,6vwjIs0tbIiseJMR3pqwiL,63,662167,"melodic metalcore, metalcore, pop punk"
,,Black Veil Brides,6O7MpKrY91vlCd4Osi6XKs,62,1854005,"alternative metal, pop punk"
,,Converge,7kHzfxMLtVHHb523s43rY1,43,192509,"boston hardcore, chaotic hardcore, mathcore, metalcore, post-hardcore, post-rock, sludge metal"
,,Falling In Reverse,2CmaKO2zEGJ1NWpS1yfVGz,73,2583851,"pop punk, rap metal"
,,I Prevail,3Uobr6LgQpBbk6k4QGAb3V,69,1189138,"alternative metal, nu-metalcore"
,,Jawbreaker,4bcaz6nXnH8LTRiXALe8XV,41,90980,"emo, emo punk, indie punk, orgcore, post-hardcore, punk"
,,Knocked Loose,4qrHkx5cgWIslciLXUMrYw,58,286449,"kentucky metal, kentucky punk"
,,Lilith Czar,2tMZ37dVy1DzZjXXCjhgFq,37,32612,
,,Puscifer,2pAajGWerK3ghwToNWFENS,55,597011,"alternative metal, industrial metal, industrial rock, nu metal"
,,The Bronx,7nqSDaZKccpnUqjzedyZF4,42,86798,
,,Trivium,278ZYwGhdK6QTzE3MFePnP,62,1468525,"alternative metal, melodic metalcore, melodic thrash, metal, metalcore, nu metal, post-grunge"
